trigger,count,euler_1,euler_2,euler_3,gx,gy,gz,ax,ay,az,year,month,day,hour,minute,second,millisecond,trigger,count,euler_1,euler_2,euler_3,gx,gy,gz,ax,ay,az,year,month,day,hour,minute,second,millisecond
0,0,271.7832947,-6.088681221,19.95053482,0.1076259837,0.3175323606,0.8759229183,0.8425482512,1.750054955,0.8280058503,1905,5,22,8,34,17,646975,0,0,121.5575485,-12.93716717,70.79994202,0.2196637839,0.8638030887,0.3221948743,0.3397420645,0.3252685666,0.1059975624,1905,5,25,20,11,32,120027
0,1,271.7843628,-6.09047842,19.95501328,0.1001164243,0.3227723539,0.8838434219,1.074612617,0.846531868,0.2091416121,1905,5,22,8,34,17,686975,0,1,121.5574875,-12.94779396,70.79157257,0.2186948061,0.8572530746,0.3219584525,0.9972578883,-0.4045000374,0.002853517653,1905,5,25,20,11,32,281955
0,2,271.7858276,-6.100533009,19.95607567,0.1041134447,0.3205096424,0.8805333972,0.6104838252,0.5685247779,0.3810483515,1905,5,22,8,34,17,726983,0,2,121.5521011,-12.9609251,70.7664032,0.2200271487,0.8682094216,0.3310611546,0.9972578883,-1.273272276,0.6217178106,1905,5,25,20,11,32,322977
0,3,271.7878113,-6.109066486,19.95386124,0.1047190577,0.3178896308,0.8836070299,1.151967406,1.367795229,0.07161621004,1905,5,22,8,34,17,766989,0,3,121.5522614,-12.96614742,70.75157928,0.2161512375,0.8582057953,0.3276328444,1.113290071,-0.8910124898,0.1059975624,1905,5,25,20,11,32,482479
0,4,271.7919922,-6.112830162,19.94584465,0.1025388613,0.3152696192,0.8852620721,0.4557742476,2.028062105,0.6217178106,1905,5,22,8,34,17,810036,0,4,121.5539856,-12.97535706,70.72338104,0.2148188949,0.8615403175,0.3302336335,0.8812256455,0.4295212328,0.1403789073,1905,5,25,20,11,32,562486
0,5,271.7950745,-6.119944572,19.94812012,0.1015698835,0.3217005432,0.8818337321,1.19064486,1.472047806,0.6904804707,1905,5,22,8,34,17,850050,0,5,121.5575104,-12.98759842,70.70303345,0.2167568505,0.8598730564,0.3182937205,0.4170968533,-0.1264929324,0.6560991406,1905,5,25,20,11,32,605047
0,6,271.7992249,-6.125180721,19.94668007,0.1022966132,0.3186041713,0.882543087,0.9972578883,1.819556713,0.9311499,1905,5,22,8,34,17,892031,0,6,121.5567398,-12.99679089,70.68953705,0.2199060172,0.8611830473,0.3282239437,0.8038708568,-0.300247401,1.034294009,1905,5,25,20,11,32,645995
0,7,271.8039551,-6.131141663,19.9453125,0.1047190577,0.3190805316,0.8837252259,0.726516068,1.923809409,1.206200719,1905,5,22,8,34,17,932038,0,7,121.5610199,-13.00673008,70.67038727,0.2176047117,0.8715440035,0.3207762837,-0.2404188961,-0.3349982798,0.7248618007,1905,5,25,20,11,32,730048
0,8,271.8083801,-6.137810707,19.94286156,0.1037500799,0.3190805316,0.8831341267,0.2623872757,1.645802259,1.137438059,1905,5,22,8,34,17,976934,0,8,121.5606689,-13.01179886,70.66531372,0.222086221,0.876783967,0.3221948743,1.267999649,0.08201237768,0.2091416121,1905,5,25,20,11,32,770061
0,9,271.8108521,-6.14189291,19.94827461,0.1015698835,0.3245587349,0.882779479,0.6491612792,1.124539018,0.7936245203,1905,5,22,8,34,18,16937,0,9,121.5577774,-13.01874065,70.65699768,0.2209961265,0.8652321696,0.3271600008,1.538741469,-0.5087527037,0.002853517653,1905,5,25,20,11,32,850420
0,10,271.8126526,-6.147106171,19.95534134,0.1030233502,0.3244396448,0.8798240423,0.8038708568,0.7422792315,0.7248618007,1905,5,22,8,34,18,40008,0,10,121.5536041,-13.03131199,70.64797211,0.2222073376,0.8630884886,0.3166386783,1.113290071,-0.300247401,-0.1690532267,1905,5,25,20,11,32,971231
0,11,271.8156128,-6.154496193,19.95470428,0.1021754965,0.3201523721,0.8840798736,1.035935283,0.9160336256,0.7248618007,1905,5,22,8,34,18,80015,0,11,121.5505829,-13.05675411,70.6187439,0.2190581709,0.8665421605,0.321485579,2.080224991,-0.8562615514,0.3122856617,1905,5,25,20,11,33,40011
0,12,271.7981262,-6.147097588,19.96492767,0.1018121317,0.3245587349,0.8831341267,1.500064015,1.367795229,-8.008000374,1905,5,22,8,34,18,120016,0,12,121.5507813,-13.06258106,70.61302185,0.2201482654,0.8660658002,0.3239681423,2.041547537,-0.5782544613,0.587336421,1905,5,25,20,11,33,160031
0,13,271.7999268,-6.148567677,19.97443581,0.09890519828,0.3278932869,0.8818337321,1.267999649,1.611051321,0.4154296815,1905,5,22,8,34,18,160021,0,13,121.5486603,-13.08085155,70.5896225,0.2183314413,0.8677330613,0.3249138594,1.229322195,-0.6477562785,0.4154296815,1905,5,25,20,11,33,201010
0,14,271.8040466,-6.15342617,19.97161674,0.1025388613,0.3176514506,0.8832523823,1.422709227,2.306069136,0.587336421,1905,5,22,8,34,18,200025,0,14,121.5486374,-13.08625031,70.58152771,0.2193004191,0.8640412688,0.3272781968,2.002870083,-0.6130053401,0.4841924012,1905,5,25,20,11,33,241019
0,15,271.8068542,-6.153214931,19.97959709,0.1008431539,0.3253923655,0.8818337321,1.384031773,2.340820074,0.552955091,1905,5,22,8,34,18,244999,0,15,121.5473938,-13.10012722,70.56594849,0.2234185636,0.8633267283,0.3207762837,0.7651934624,0.01251060329,0.4841924012,1905,5,25,20,11,33,324746
0,16,271.8085938,-6.160643101,19.98364639,0.1050824225,0.3222959936,0.8799422979,1.035935283,1.437296987,0.243522957,1905,5,22,8,34,18,289007,0,16,121.5463791,-13.10779572,70.55210876,0.2168779671,0.864279449,0.3205398321,1.654773593,-0.7172580361,0.3122856617,1905,5,25,20,11,33,364753
0,17,271.8102112,-6.161266804,19.98740196,0.1008431539,0.3231296539,0.8830159307,0.8038708568,1.333044291,0.2779043019,1905,5,22,8,34,18,329008,0,17,121.5473557,-13.11337852,70.54103088,0.220269382,0.8696385026,0.3316522241,1.654773593,-0.3349982798,0.6904804707,1905,5,25,20,11,33,447815
0,18,271.8139038,-6.167852879,19.98219109,0.1027811021,0.3168178201,0.8836070299,1.113290071,1.541549563,0.587336421,1905,5,22,8,34,18,372250,0,18,121.545845,-13.11702442,70.53966522,0.2189370394,0.8665421605,0.3158111572,1.422709227,-0.6130053401,0.1403789073,1905,5,25,20,11,33,487825
0,19,271.8161316,-6.172569752,19.98686409,0.1021754965,0.3227723539,0.8797058463,1.19064486,1.576300502,0.4154296815,1905,5,22,8,34,18,412993,0,19,121.5443192,-13.12677193,70.52282715,0.2189370394,0.8667803407,0.3272781968,1.770805836,-0.7520089149,0.07161621004,1905,5,25,20,11,33,527826
